NZ_LBME01000001.1 1 1500 0.4163 -0.02
NZ_LBME01000001.1 1501 3000 0.5547 -0.0877
NZ_LBME01000001.1 3001 4500 0.628 -0.0541
NZ_LBME01000001.1 4501 6000 0.6003 0.0017
NZ_LBME01000001.1 6001 7500 0.5807 -0.0046
NZ_LBME01000001.1 7501 9000 0.6037 -0.0403
NZ_LBME01000001.1 9001 10500 0.6327 -0.0885
NZ_LBME01000001.1 10501 12000 0.6353 -0.1007
NZ_LBME01000001.1 12001 13500 0.6403 -0.0869
NZ_LBME01000001.1 13501 15000 0.597 -0.0664
NZ_LBME01000001.1 15001 16500 0.5267 -0.0557
NZ_LBME01000001.1 16501 18000 0.4703 -0.0744
NZ_LBME01000001.1 18001 19500 0.4437 -0.1255
NZ_LBME01000001.1 19501 21000 0.4453 -0.1302
NZ_LBME01000001.1 21001 22500 0.4747 -0.0744
NZ_LBME01000001.1 22501 24000 0.5113 -0.0913
NZ_LBME01000001.1 24001 25500 0.4857 -0.0501
NZ_LBME01000001.1 25501 27000 0.225 0.0311
NZ_LBME01000001.1 27001 28500 0.2163 0.0139
NZ_LBME01000001.1 28501 30000 0.502 -0.0252
NZ_LBME01000001.1 30001 31500 0.5683 -0.0628
NZ_LBME01000001.1 31501 33000 0.5693 -0.0527
NZ_LBME01000001.1 33001 34500 0.585 -0.0188
NZ_LBME01000001.1 34501 36000 0.578 0.0104
NZ_LBME01000001.1 36001 37500 0.5347 0.0212
NZ_LBME01000001.1 37501 39000 0.507 -0.0085
NZ_LBME01000001.1 39001 40500 0.5297 -0.012
NZ_LBME01000001.1 40501 42000 0.5663 -0.0065
NZ_LBME01000001.1 42001 43500 0.5747 -0.0058
NZ_LBME01000001.1 43501 45000 0.572 -0.0163
NZ_LBME01000001.1 45001 46500 0.5733 0.0081
NZ_LBME01000001.1 46501 48000 0.5733 0.0198
NZ_LBME01000001.1 48001 49500 0.557 -0.0197
NZ_LBME01000001.1 49501 51000 0.548 -0.0401
NZ_LBME01000001.1 51001 52500 0.55 -0.04
NZ_LBME01000001.1 52501 54000 0.539 -0.06
NZ_LBME01000001.1 54001 55500 0.5517 -0.0344
NZ_LBME01000001.1 55501 57000 0.6003 -0.0316
NZ_LBME01000001.1 57001 58500 0.6427 -0.0695
NZ_LBME01000001.1 58501 60000 0.6453 -0.0434
NZ_LBME01000001.1 60001 61500 0.6237 -0.0337
NZ_LBME01000001.1 61501 63000 0.623 -0.0433
NZ_LBME01000001.1 63001 64500 0.649 -0.0611
NZ_LBME01000001.1 64501 66000 0.637 -0.0769
NZ_LBME01000001.1 66001 67500 0.6153 -0.0878
NZ_LBME01000001.1 67501 69000 0.619 -0.0781
NZ_LBME01000001.1 69001 70500 0.6223 -0.067
NZ_LBME01000001.1 70501 72000 0.63 -0.0571
NZ_LBME01000001.1 72001 73500 0.6487 -0.0164
NZ_LBME01000001.1 73501 75000 0.6077 -0.0016
NZ_LBME01000001.1 75001 76500 0.5657 -0.0583
NZ_LBME01000001.1 76501 78000 0.6127 -0.0958
NZ_LBME01000001.1 78001 79500 0.6387 -0.0428
NZ_LBME01000001.1 79501 81000 0.6373 0.0063
NZ_LBME01000001.1 81001 82500 0.6403 -0.0088
NZ_LBME01000001.1 82501 84000 0.6457 -0.0253
NZ_LBME01000001.1 84001 85500 0.6337 -0.0615
NZ_LBME01000001.1 85501 87000 0.6133 -0.0565
NZ_LBME01000001.1 87001 88500 0.6157 -0.0135
NZ_LBME01000001.1 88501 90000 0.624 -0.0214
NZ_LBME01000001.1 90001 91500 0.6237 0.0187
NZ_LBME01000001.1 91501 93000 0.6203 0.0586
NZ_LBME01000001.1 93001 94500 0.6233 0.0246
NZ_LBME01000001.1 94501 96000 0.6407 -0.0479
NZ_LBME01000001.1 96001 97500 0.6533 -0.0571
NZ_LBME01000001.1 97501 99000 0.6557 -0.0198
NZ_LBME01000001.1 99001 100500 0.6493 -0.0175
NZ_LBME01000001.1 100501 102000 0.6303 -0.009
NZ_LBME01000001.1 102001 103500 0.6357 -0.0414
NZ_LBME01000001.1 103501 105000 0.623 -0.0166
NZ_LBME01000001.1 105001 106500 0.5693 0.0129
NZ_LBME01000001.1 106501 108000 0.526 -0.0583
NZ_LBME01000001.1 108001 109500 0.5763 -0.0654
NZ_LBME01000001.1 109501 111000 0.6373 -0.022
NZ_LBME01000001.1 111001 112500 0.631 -0.0143
NZ_LBME01000001.1 112501 114000 0.6217 0.0038
NZ_LBME01000001.1 114001 115500 0.6173 0.0454
NZ_LBME01000001.1 115501 117000 0.6237 0.0379
NZ_LBME01000001.1 117001 118500 0.6313 0.0285
NZ_LBME01000001.1 118501 120000 0.6453 0.0134
NZ_LBME01000001.1 120001 121500 0.6217 -0.0134
NZ_LBME01000001.1 121501 123000 0.586 -0.0375
NZ_LBME01000001.1 123001 124500 0.6027 -0.0454
NZ_LBME01000001.1 124501 126000 0.6357 -0.0718
NZ_LBME01000001.1 126001 127500 0.647 -0.0943
NZ_LBME01000001.1 127501 129000 0.64 -0.0385
NZ_LBME01000001.1 129001 130500 0.6327 -0.0158
NZ_LBME01000001.1 130501 132000 0.6243 -0.0304
NZ_LBME01000001.1 132001 133500 0.627 -0.0622
NZ_LBME01000001.1 133501 135000 0.6453 -0.1157
NZ_LBME01000001.1 135001 136500 0.649 -0.0632
NZ_LBME01000001.1 136501 138000 0.6507 0.0113
NZ_LBME01000001.1 138001 139500 0.6527 -0.0153
NZ_LBME01000001.1 139501 141000 0.6687 -0.0768
NZ_LBME01000001.1 141001 142500 0.687 -0.0907
NZ_LBME01000001.1 142501 144000 0.6763 -0.0557
NZ_LBME01000001.1 144001 145500 0.6693 -0.012
NZ_LBME01000001.1 145501 147000 0.6623 0.0025
NZ_LBME01000001.1 147001 148500 0.6597 0.0066
NZ_LBME01000001.1 148501 150000 0.6583 -0.0127
NZ_LBME01000001.1 150001 151500 0.6477 -0.0746
NZ_LBME01000001.1 151501 153000 0.641 -0.1035
NZ_LBME01000001.1 153001 154500 0.6377 -0.0382
NZ_LBME01000001.1 154501 156000 0.6443 0.015
NZ_LBME01000001.1 156001 157500 0.6533 0.0173
NZ_LBME01000001.1 157501 159000 0.643 0.0461
NZ_LBME01000001.1 159001 160500 0.6227 0.0193
NZ_LBME01000001.1 160501 162000 0.6223 -0.0284
NZ_LBME01000001.1 162001 163500 0.61 -0.0404
NZ_LBME01000001.1 163501 165000 0.591 -0.0412
NZ_LBME01000001.1 165001 166500 0.6 -0.02
NZ_LBME01000001.1 166501 168000 0.623 0.0091
NZ_LBME01000001.1 168001 169500 0.628 0.0318
NZ_LBME01000001.1 169501 171000 0.6493 -0.0411
NZ_LBME01000001.1 171001 172500 0.6477 -0.0942
NZ_LBME01000001.1 172501 174000 0.6247 -0.0736
NZ_LBME01000001.1 174001 175500 0.6343 -0.0499
NZ_LBME01000001.1 175501 177000 0.628 -0.0149
NZ_LBME01000001.1 177001 178500 0.628 -0.0616
NZ_LBME01000001.1 178501 180000 0.6287 -0.0753
NZ_LBME01000001.1 180001 181500 0.6277 -0.0218
NZ_LBME01000001.1 181501 183000 0.623 -0.0037
NZ_LBME01000001.1 183001 184500 0.6163 0.0146
NZ_LBME01000001.1 184501 186000 0.6327 0.0137
NZ_LBME01000001.1 186001 187500 0.6403 0.0099
NZ_LBME01000001.1 187501 189000 0.6307 -0.0127
NZ_LBME01000001.1 189001 190500 0.6473 -0.035
NZ_LBME01000001.1 190501 192000 0.6433 -0.0155
NZ_LBME01000001.1 192001 193500 0.625 -0.0539
NZ_LBME01000001.1 193501 195000 0.643 -0.0845
NZ_LBME01000001.1 195001 196500 0.6507 -0.0707
NZ_LBME01000001.1 196501 198000 0.6423 -0.0991
NZ_LBME01000001.1 198001 199500 0.6303 -0.1021
NZ_LBME01000001.1 199501 201000 0.598 -0.0613
NZ_LBME01000001.1 201001 202500 0.5943 -0.0409
NZ_LBME01000001.1 202501 204000 0.6123 -0.0474
NZ_LBME01000001.1 204001 205500 0.6097 -0.0618
NZ_LBME01000001.1 205501 207000 0.6327 -0.079
NZ_LBME01000001.1 207001 208500 0.6237 -0.0999
NZ_LBME01000001.1 208501 210000 0.6347 -0.1176
NZ_LBME01000001.1 210001 211500 0.669 -0.0792
NZ_LBME01000001.1 211501 213000 0.6543 -0.027
NZ_LBME01000001.1 213001 214500 0.611 0.018
NZ_LBME01000001.1 214501 216000 0.6 0.0067
NZ_LBME01000001.1 216001 217500 0.6283 -0.0249
NZ_LBME01000001.1 217501 219000 0.6413 -0.0301
NZ_LBME01000001.1 219001 220500 0.6357 -0.0781
NZ_LBME01000001.1 220501 222000 0.6227 -0.0846
NZ_LBME01000001.1 222001 223500 0.638 -0.0658
NZ_LBME01000001.1 223501 225000 0.6163 -0.0568
NZ_LBME01000001.1 225001 226500 0.6067 -0.0637
NZ_LBME01000001.1 226501 228000 0.6343 -0.0657
NZ_LBME01000001.1 228001 229500 0.6303 -0.0301
NZ_LBME01000001.1 229501 231000 0.627 0.009
NZ_LBME01000001.1 231001 232500 0.6327 0.0242
NZ_LBME01000001.1 232501 234000 0.6197 -0.0091
NZ_LBME01000001.1 234001 235500 0.6073 -0.034
NZ_LBME01000001.1 235501 237000 0.6147 -0.0575
NZ_LBME01000001.1 237001 238500 0.6207 -0.0569
NZ_LBME01000001.1 238501 240000 0.6113 -0.0523
NZ_LBME01000001.1 240001 241500 0.6037 -0.0613
NZ_LBME01000001.1 241501 243000 0.595 -0.0599
NZ_LBME01000001.1 243001 244500 0.6077 -0.1037
NZ_LBME01000001.1 244501 246000 0.6353 -0.0346
NZ_LBME01000001.1 246001 247500 0.625 0.0656
